ID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,CommunicationSkill,Behaviour,Experience,LvlGrownInOrg,ContributionIndex,TechnicalExpertise,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FormalWarnings,ProjectsContributed,Attrition,YearsAtCompany
604,37,Travel_Rarely,309,Sales,10,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,1,1,33411,6,2163,0,3,80,3,8,5,4,Life Sciences,1,1105,4,3,0,0,0,0,3,0,1
605,41,Travel_Frequently,1200,Research & Development,22,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,1,32364,6,8400,1,1,80,2,12,4,3,Life Sciences,1,1392,4,2,2,3,3,0,16,0,6
606,37,Travel_Rarely,1192,Research & Development,5,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,5,1,47983,3,8344,8,3,80,2,8,2,2,Medical,1,460,4,2,2,0,4,0,19,0,6
607,45,Travel_Rarely,1015,Research & Development,5,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,3,1,1,9674,3,7105,14,1,80,0,10,3,5,Medical,1,1611,3,3,7,1,4,0,20,0,10
608,52,Travel_Rarely,1490,Research & Development,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,2,1,47034,4,10430,4,4,80,0,31,2,2,Life Sciences,1,546,4,1,2,1,4,0,49,0,5
609,30,Travel_Rarely,1358,Sales,16,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,4,1,47775,0,9506,0,3,80,2,4,2,1,Life Sciences,1,1479,4,2,1,2,2,0,14,0,2
610,35,Travel_Rarely,1490,Research & Development,11,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,4,1,18102,3,10430,1,3,80,1,5,3,4,Medical,1,2003,4,3,2,2,2,0,34,0,2
611,39,Travel_Rarely,613,Research & Development,6,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,5,1,1166,6,4291,24,1,80,1,9,5,1,Medical,1,2062,4,3,7,1,7,0,14,0,7
612,41,Non-Travel,256,Sales,10,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,Y,No,13,3,4,1,48243,1,1792,1,1,80,0,19,4,2,Medical,1,1329,3,3,2,11,9,0,6,0,19
613,32,Travel_Rarely,604,Sales,8,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,2,1,47125,6,4228,56,3,80,2,10,4,3,Medical,1,1304,3,4,7,0,8,0,10,0,10
614,47,Travel_Rarely,207,Research & Development,9,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,5,1,29432,2,1449,0,3,80,0,7,2,4,Life Sciences,1,1856,2,3,2,2,0,0,3,0,2
615,48,Travel_Rarely,1108,Research & Development,15,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,5,1,6978,6,7756,1,4,80,1,10,3,4,Other,1,1576,3,2,2,7,6,0,17,0,8
616,34,Travel_Frequently,296,Sales,6,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,1,22866,0,2072,0,4,80,1,3,3,2,Marketing,1,555,4,2,2,1,0,0,8,1,2
617,30,Travel_Rarely,921,Research & Development,1,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,1,1,18161,0,6447,4,3,80,2,7,2,3,Life Sciences,1,806,4,3,2,0,2,0,24,0,2
618,33,Travel_Rarely,867,Research & Development,8,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,5,1,15039,4,6069,6,2,80,1,14,1,4,Life Sciences,1,1798,4,3,8,7,6,0,9,0,10
619,35,Travel_Frequently,130,Research & Development,25,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,4,1,41400,0,910,2,1,80,1,10,3,4,Life Sciences,1,881,4,2,2,7,8,0,1,1,10
620,31,Travel_Frequently,1327,Research & Development,3,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,Y,No,12,3,3,1,10071,0,9289,1,1,80,1,9,3,4,Medical,1,337,2,3,2,2,2,0,18,0,2
621,57,Travel_Rarely,405,Research & Development,1,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,Y,No,24,4,1,1,24678,2,2835,24,1,80,1,13,2,2,Life Sciences,1,1483,2,2,9,2,8,0,4,0,12
622,38,Travel_Rarely,1153,Research & Development,6,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,4,1,45762,2,8071,16,2,80,1,5,3,2,Other,1,1782,4,3,4,0,4,0,28,0,5
623,40,Travel_Frequently,791,Research & Development,2,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,Y,No,24,4,5,1,49385,0,5537,12,4,80,1,8,2,2,Medical,1,807,3,3,7,3,7,0,20,0,8
624,29,Travel_Frequently,459,Research & Development,24,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,4,4,1,3616,0,3213,0,2,80,0,1,3,2,Life Sciences,1,1868,4,2,0,1,0,0,6,1,1
625,33,Travel_Frequently,1303,Research & Development,7,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,5,1,47531,5,9121,18,3,80,3,9,2,2,Life Sciences,1,1970,4,3,7,2,8,0,36,0,9
626,37,Travel_Rarely,1225,Research & Development,10,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,1,36223,6,8575,0,1,80,0,4,2,2,Life Sciences,1,715,4,3,0,0,0,0,15,0,1
627,35,Travel_Rarely,622,Research & Development,14,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,3,1,5625,0,4354,4,4,80,1,5,2,4,Other,1,1010,3,1,2,0,2,0,15,1,4
628,53,Travel_Rarely,1223,Research & Development,7,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,1,1,14945,2,8561,9,2,80,1,26,6,2,Medical,1,1201,4,3,7,4,7,0,24,0,7
629,34,Travel_Rarely,258,Sales,21,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,2,1,47437,4,1806,8,4,80,0,10,3,4,Life Sciences,1,621,4,3,7,5,7,0,3,0,10
630,50,Travel_Rarely,1322,Research & Development,28,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,1,15456,6,9254,2,2,80,0,25,2,3,Life Sciences,1,1317,4,3,2,1,2,0,30,0,3
631,33,Travel_Rarely,516,Research & Development,8,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Y,Yes,17,3,3,1,24789,5,3612,0,1,80,0,14,6,5,Life Sciences,1,1515,4,3,0,0,0,0,7,0,0
632,29,Travel_Rarely,1329,Research & Development,7,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,1,1,35625,0,9303,0,2,80,2,6,2,3,Life Sciences,1,1260,3,3,0,1,0,0,16,0,6
633,40,Travel_Rarely,302,Research & Development,6,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,4,1,18341,4,2114,13,3,80,0,22,3,3,Life Sciences,1,601,2,3,6,5,13,0,4,0,20
634,52,Travel_Rarely,319,Research & Development,3,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,5,1,7471,3,2233,16,3,80,0,28,4,3,Medical,1,543,4,3,4,0,4,0,8,0,5
635,34,Travel_Rarely,507,Sales,15,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,3,3,1,1976,5,3549,4,4,80,0,10,6,2,Medical,1,1356,3,4,8,9,6,0,7,0,10
636,45,Non-Travel,248,Research & Development,23,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,4,1,37413,4,1736,64,3,80,1,9,2,2,Life Sciences,1,1002,4,3,8,0,8,0,5,0,9
637,34,Travel_Rarely,1157,Research & Development,5,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,4,1,13693,6,8099,26,3,80,1,15,3,2,Medical,1,1696,2,4,10,4,13,0,20,0,15
638,26,Travel_Frequently,921,Research & Development,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,1,12806,0,6447,4,3,80,2,5,5,1,Medical,1,1068,1,3,3,1,3,0,13,0,5
639,40,Travel_Rarely,118,Sales,14,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,3,4,1,23539,1,826,4,3,80,1,5,2,2,Life Sciences,1,1598,4,3,4,1,2,0,1,0,5
640,38,Non-Travel,1336,Human Resources,2,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,5,1,40797,4,9352,20,4,80,3,13,3,3,Human Resources,1,1805,1,3,10,3,8,0,13,0,11
641,32,Travel_Rarely,646,Research & Development,9,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,5,1,1565,4,4522,20,4,80,1,6,2,4,Life Sciences,1,679,1,2,4,0,5,0,7,0,6
642,51,Travel_Frequently,968,Research & Development,6,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,3,3,1,875,5,6776,0,2,80,0,8,6,2,Medical,1,1297,2,2,0,7,7,0,24,0,7
643,38,Travel_Rarely,1495,Research & Development,10,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,5,1,27695,0,10465,0,3,80,1,18,4,3,Medical,1,634,3,3,0,0,0,0,19,0,1
644,35,Travel_Rarely,992,Research & Development,1,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,Y,No,19,3,5,1,4279,3,6944,0,2,80,0,3,3,3,Medical,1,1564,4,3,0,1,2,0,14,0,3
645,44,Travel_Rarely,136,Research & Development,28,Male,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,5,1,48797,1,952,6,3,80,1,24,1,3,Life Sciences,1,1523,4,4,6,14,17,0,4,0,20
646,53,Travel_Rarely,970,Research & Development,7,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,5,1,15999,1,6790,1,3,80,0,32,3,3,Life Sciences,1,730,3,3,1,1,3,0,16,0,5
647,39,Travel_Rarely,1253,Research & Development,10,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,2,1,33732,1,8771,2,3,80,0,9,3,1,Medical,1,1800,3,3,3,2,2,0,19,0,4
648,22,Travel_Rarely,253,Research & Development,11,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,5,1,20036,2,1771,1,4,80,1,2,1,3,Medical,1,511,1,3,1,1,2,0,5,0,2
649,34,Travel_Frequently,648,Human Resources,11,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,No,11,3,1,1,11326,2,4536,36,4,80,2,14,5,3,Life Sciences,1,1289,3,4,9,1,8,0,11,0,10
650,33,Travel_Rarely,922,Research & Development,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,4,1,37513,6,6454,5,3,80,1,10,2,5,Medical,1,612,1,3,1,0,5,0,9,0,6
651,42,Travel_Rarely,1142,Research & Development,8,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,3,1,1,28258,3,7994,0,4,80,0,8,3,3,Life Sciences,1,1860,4,3,0,0,0,0,14,0,0
652,36,Travel_Frequently,884,Research & Development,23,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,1,48699,0,6188,6,3,80,1,17,3,2,Medical,1,2061,3,3,2,0,3,0,21,0,5
653,34,Non-Travel,697,Research & Development,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,3,1,47951,6,4879,0,4,80,3,6,2,4,Life Sciences,1,1115,3,3,0,0,0,0,17,0,0
654,36,Travel_Rarely,1383,Research & Development,10,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,3,1,1,39037,1,9681,9,4,80,1,15,1,3,Life Sciences,1,1790,4,3,8,5,7,0,15,0,12
655,40,Travel_Rarely,658,Sales,10,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,5,1,42773,1,4606,0,2,80,1,11,2,4,Marketing,1,954,1,2,0,0,0,0,9,0,1
656,41,Non-Travel,552,Human Resources,4,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,4,1,41552,5,3864,2,2,80,1,10,4,3,Human Resources,1,1722,3,3,2,1,2,0,9,0,3
657,40,Travel_Rarely,1342,Sales,9,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,Y,No,12,3,2,1,23245,2,9394,0,4,80,0,9,5,2,Medical,1,1548,1,4,4,7,1,0,28,0,8
658,51,Travel_Rarely,1405,Research & Development,11,Female,82,2,4,Manufacturing Director,2,Single,13142,24439,3,Y,No,16,3,3,1,19741,3,9835,6,2,80,0,29,1,2,Technical Degree,1,1367,4,2,2,0,3,0,17,0,5
659,36,Travel_Rarely,1403,Research & Development,6,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,3,2,1,13848,3,9821,13,3,80,1,16,4,3,Life Sciences,1,373,4,3,13,10,11,0,29,0,15
660,42,Travel_Frequently,1271,Research & Development,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,3,1,2274,3,8897,0,4,80,0,8,2,1,Medical,1,875,2,3,1,2,2,0,36,0,2
661,33,Travel_Rarely,586,Sales,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,Y,No,22,4,4,1,17055,1,4102,64,1,80,1,9,5,3,Medical,1,855,1,3,8,0,8,0,12,0,9
662,27,Travel_Rarely,511,Sales,2,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,Y,No,14,3,5,1,22329,3,3577,49,2,80,0,9,5,2,Medical,1,1898,1,2,7,0,7,0,5,0,8
663,58,Non-Travel,350,Sales,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,4,1,17416,3,2450,8,4,80,1,37,0,3,Medical,1,1824,2,2,9,14,14,0,6,0,16
664,38,Travel_Frequently,471,Research & Development,12,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,4,1,30743,0,3297,3,3,80,1,13,3,3,Life Sciences,1,837,1,2,3,1,2,0,10,0,4
665,53,Non-Travel,661,Research & Development,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,4,5,1,33152,1,4627,4,4,80,3,27,2,4,Medical,1,1775,1,2,2,0,2,0,11,0,3
666,34,Travel_Rarely,181,Research & Development,2,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,5,1,47478,5,1267,0,1,80,3,6,3,4,Medical,1,1755,4,3,0,1,2,0,1,0,5
667,47,Non-Travel,543,Sales,2,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,3,1,39033,3,3801,0,4,80,1,4,3,4,Marketing,1,1731,3,1,0,0,0,0,6,0,1
668,49,Travel_Rarely,465,Research & Development,6,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,1,39595,5,3255,44,2,80,1,30,3,1,Life Sciences,1,1661,3,3,11,2,12,0,11,0,15
669,37,Travel_Rarely,589,Sales,9,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,3,4,1,41052,4,4123,6,1,80,2,5,2,2,Marketing,1,1787,2,3,2,0,3,0,12,0,5
670,59,Travel_Rarely,1089,Sales,1,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,5,1,561,2,7623,16,3,80,1,14,1,2,Technical Degree,1,1048,2,1,4,0,4,0,16,0,6
671,38,Non-Travel,152,Sales,10,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,3,1,35109,0,1064,4,2,80,0,6,1,3,Technical Degree,1,983,3,3,3,1,3,0,1,0,5
672,29,Travel_Frequently,490,Research & Development,10,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,3,1,36942,2,3430,2,4,80,2,8,2,3,Life Sciences,1,1143,4,2,5,1,1,0,8,0,7
673,42,Travel_Rarely,300,Research & Development,2,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,4,1,4613,3,2100,16,1,80,0,24,2,3,Life Sciences,1,2031,1,2,6,4,14,0,5,0,22
674,36,Travel_Rarely,557,Sales,3,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,5,1,20702,5,3899,7,3,80,2,10,2,3,Medical,1,2024,1,3,7,3,4,0,5,0,9
675,46,Travel_Rarely,991,Human Resources,1,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,5,1,29436,2,6937,7,3,80,0,10,3,2,Life Sciences,1,1314,4,4,6,5,7,0,22,0,7
676,52,Travel_Rarely,994,Research & Development,7,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,2,1,26680,6,6958,0,4,80,0,18,4,4,Life Sciences,1,1118,2,3,6,4,0,0,11,0,8
677,34,Travel_Rarely,479,Research & Development,7,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,Y,No,13,3,5,1,15443,3,3353,0,3,80,0,1,4,4,Medical,1,1577,1,1,0,0,0,0,13,0,1
678,44,Travel_Rarely,1117,Research & Development,2,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,Y,No,13,3,3,1,12856,3,7819,4,4,80,1,10,5,1,Life Sciences,1,1246,1,3,5,7,7,0,15,0,10
679,33,Non-Travel,530,Sales,16,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,1,1,7282,1,3710,5,3,80,1,7,2,3,Life Sciences,1,1681,3,3,5,1,2,0,14,0,6
680,43,Travel_Rarely,574,Research & Development,11,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,1,20325,5,4018,81,2,80,1,10,1,3,Life Sciences,1,1971,1,3,9,0,9,0,19,0,10
681,26,Travel_Rarely,950,Sales,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,3,1,25566,4,6650,3,2,80,0,8,0,4,Marketing,1,401,4,3,7,7,4,0,19,1,8
682,52,Travel_Rarely,621,Sales,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,4,1,49108,2,4347,48,1,80,0,34,3,4,Marketing,1,776,3,4,6,1,16,0,20,0,34
683,35,Travel_Rarely,1146,Human Resources,26,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Y,Yes,16,3,2,1,37456,0,8022,0,3,80,0,9,2,4,Life Sciences,1,2040,3,3,0,1,7,0,36,0,9
684,36,Non-Travel,1434,Sales,8,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,1,1,24523,0,10038,63,2,80,0,10,1,4,Life Sciences,1,789,1,3,7,0,9,0,18,0,10
685,25,Travel_Rarely,810,Sales,8,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,4,1,19964,0,5670,2,3,80,1,4,4,3,Life Sciences,1,707,4,3,2,1,2,0,14,0,3
686,38,Travel_Rarely,243,Sales,7,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,3,1,29438,2,1701,35,1,80,0,8,2,4,Marketing,1,709,4,3,7,0,5,0,5,0,7
687,24,Travel_Rarely,984,Research & Development,17,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,5,1,31784,5,6888,0,1,80,1,1,3,2,Life Sciences,1,1219,4,1,0,0,0,0,10,1,1
688,43,Travel_Rarely,244,Human Resources,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,Y,No,13,3,3,1,16517,4,1708,28,2,80,0,10,5,3,Life Sciences,1,1778,2,3,7,1,8,0,2,0,9
689,34,Travel_Frequently,1003,Research & Development,2,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,2,1,30091,2,7021,4,4,80,0,5,3,2,Life Sciences,1,1140,4,2,2,0,2,0,10,0,3
690,40,Travel_Rarely,1308,Research & Development,14,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,5,1,49454,4,9156,12,1,80,0,21,2,3,Medical,1,1128,,4,7,4,9,0,29,0,20
691,23,Travel_Rarely,310,Research & Development,10,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,1,1,13595,0,2170,4,4,80,0,2,3,1,Medical,1,784,1,3,2,0,2,0,3,0,2
692,46,Travel_Rarely,1450,Research & Development,15,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,1,39142,3,10150,6,1,80,1,25,2,2,Life Sciences,1,1217,4,3,2,0,3,0,27,0,4
693,35,Travel_Frequently,662,Sales,18,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Yes,18,3,4,1,21835,3,4634,1,3,80,1,5,0,4,Marketing,1,1380,4,2,2,3,2,0,9,1,4
694,41,Travel_Rarely,483,Research & Development,6,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,1,35010,3,3381,4,4,80,0,8,3,3,Medical,1,466,4,3,4,1,2,0,5,0,5
695,38,Travel_Rarely,322,Sales,7,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,Yes,24,4,2,1,2861,4,2254,0,3,80,1,8,3,2,Medical,1,382,1,3,0,7,7,0,7,0,8
696,37,Travel_Frequently,889,Research & Development,9,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,1,13957,5,6223,2,3,80,3,4,3,3,Medical,1,403,2,2,2,1,2,0,16,0,4
697,31,Travel_Frequently,703,Sales,2,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,No,14,3,3,1,28514,6,4921,0,3,80,0,3,3,3,Life Sciences,1,1379,3,4,0,0,0,0,7,1,1
698,24,Travel_Rarely,1476,Sales,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,Y,Yes,12,3,2,1,35239,2,10332,12,3,80,2,5,3,1,Medical,1,1445,4,3,4,0,3,0,35,0,5
699,56,Travel_Rarely,206,Human Resources,8,Male,99,3,5,Manager,2,Single,19717,4022,6,Y,No,14,3,4,1,8953,4,1442,2,1,80,0,36,4,4,Life Sciences,1,1338,4,3,3,7,7,0,2,0,7
700,34,Travel_Rarely,628,Research & Development,8,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,4,1,48536,2,4396,3,1,80,0,6,3,3,Medical,1,2068,2,4,3,1,2,0,7,0,4
701,33,Travel_Rarely,575,Research & Development,25,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,5,1,2501,5,4025,6,4,80,0,5,2,3,Life Sciences,1,1545,4,3,3,0,2,0,13,0,5
702,42,Travel_Rarely,419,Sales,12,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,3,1,1,48115,2,2933,0,3,80,2,14,4,4,Marketing,1,1943,2,3,0,0,0,0,5,0,0
703,49,Travel_Rarely,174,Sales,8,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,1,18762,4,1218,8,2,80,1,22,3,4,Technical Degree,1,1138,4,3,8,2,3,0,3,0,9
704,34,Travel_Rarely,546,Research & Development,10,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,No,14,3,4,1,15041,2,3822,0,2,80,2,1,3,3,Life Sciences,1,934,2,3,0,1,0,0,6,0,1
705,40,Travel_Rarely,555,Research & Development,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,4,1,28804,2,3885,0,2,80,1,20,3,3,Medical,1,521,2,3,0,0,0,0,7,0,1
706,55,Travel_Rarely,147,Research & Development,20,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,2,1,48685,0,1029,56,4,80,1,12,4,2,Technical Degree,1,389,2,3,7,0,8,0,3,0,10
707,18,Travel_Frequently,544,Sales,3,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,2,1,6959,0,3808,0,3,80,0,0,2,2,Medical,1,1624,2,4,0,0,0,0,7,1,0
708,39,Travel_Rarely,903,Sales,2,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,3,1,1,42448,0,6321,49,4,80,0,9,3,5,Life Sciences,1,985,1,3,7,0,7,0,22,0,8
709,30,Travel_Rarely,330,Human Resources,1,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,Y,No,21,4,4,1,41413,0,2310,4,1,80,1,6,3,3,Life Sciences,1,1499,3,4,3,1,3,0,7,0,5
710,27,Travel_Rarely,135,Research & Development,17,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Y,Yes,13,3,4,1,41540,0,945,1,4,80,0,8,2,4,Life Sciences,1,1405,4,3,2,7,7,0,2,1,8
711,30,Travel_Rarely,1092,Research & Development,10,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,1,10864,2,7644,14,2,80,0,9,3,3,Medical,1,1816,1,3,7,0,2,0,17,0,7
712,31,Travel_Frequently,853,Research & Development,1,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,4,1,10888,5,5971,9,3,80,1,4,1,1,Life Sciences,1,1011,3,3,3,0,3,0,8,0,4
713,28,Travel_Frequently,773,Research & Development,6,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,3,1,24965,6,5411,2,4,80,1,3,2,3,Life Sciences,1,1154,3,3,1,0,2,0,19,0,3
714,34,Travel_Rarely,1320,Research & Development,20,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,1,6432,1,9240,0,4,80,0,2,5,3,Technical Degree,1,1265,3,2,0,0,0,0,14,0,1
715,50,Travel_Frequently,562,Sales,8,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,2,1,23966,6,3934,4,1,80,1,18,4,2,Technical Degree,1,723,2,3,3,1,3,0,11,1,4
716,35,Travel_Rarely,1219,Sales,18,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,Y,No,16,3,5,1,33525,3,8533,0,2,80,0,5,3,3,Medical,1,975,3,3,2,1,0,0,14,0,5
717,40,Travel_Frequently,720,Research & Development,16,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,3,1,11820,4,5040,0,4,80,0,10,6,4,Medical,1,832,1,3,0,0,0,0,14,0,1
718,26,Travel_Frequently,1283,Sales,1,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,4,1,41511,6,8981,49,2,80,0,7,2,3,Medical,1,956,3,3,7,0,7,0,24,0,7
719,27,Travel_Rarely,1115,Research & Development,3,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,5,1,44555,2,7805,1,4,80,0,5,0,4,Medical,1,700,1,3,2,1,1,0,20,0,4
720,28,Travel_Rarely,1169,Human Resources,8,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,1,1,588,0,8183,4,4,80,1,6,6,2,Medical,1,869,2,3,1,0,4,0,18,0,5
